Timestamp,CPU_Usage,Memory_Usage,Network_IO,Language
1741727598.652839,27.083854447439354,0.4554455838860055,1.2554969787597656,python
1741727600.665993,27.064986559139786,0.4554455838860055,1.2606773376464844,python
1741727602.677811,26.818144192256344,0.4554455838860055,1.2739982604980469,python
1741727604.688859,26.951487935656836,0.4554455838860055,1.269927978515625,python
1741727606.705344,27.076026845637585,0.4554455838860055,1.2731399536132812,python
1741727608.717723,26.99212080536913,0.4554455838860055,1.2775135040283203,python
1741727610.733911,26.871866666666666,0.4554455838860055,1.2290401458740234,python
1741727612.74512,27.0906998654105,0.4573325150011024,1.2508716583251953,python
1741727614.760365,26.890253671562082,0.4573325150011024,1.2647476196289062,python
1741727616.775161,27.00550938337802,0.4573325150011024,1.2431011199951172,python
1741727618.787822,26.974423592493295,0.4573325150011024,1.2220096588134766,python
1741727620.800202,27.037997311827954,0.4572332028371499,1.2603073120117188,python
1741727622.810551,26.810266666666667,0.4572332028371499,1.23736572265625,python
1741727624.823452,26.82250666666667,0.4573325150011024,1.8316936492919922,python
1741727626.8423412,11.999643765903308,0.44054875929313575,1.0592060089111328,python
