Timestamp,CPU_Usage,Memory_Usage,Network_IO,Language
1741727800.5487301,31.86764868603043,0.22325374456514183,10.474685668945312,golang
1741727802.579016,32.06308115543329,0.2218633742698073,9.268957138061523,golang
1741727804.6004858,30.575372928176797,0.22206199859771225,9.106515884399414,golang
1741727806.626836,30.763089655172415,0.22434617836861892,9.798648834228516,golang
1741727808.658218,29.496789617486343,0.22891453791043231,9.453851699829102,golang
1741727810.673972,30.507817679558013,0.22384961754885663,9.084869384765625,golang
1741727812.691508,30.593072625698326,0.22643173381162068,8.82603645324707,golang
1741727814.707062,29.243710344827583,0.22404824187676153,8.791254043579102,golang
1741727816.72535,31.72474552957359,0.22375030538490415,9.72001838684082,golang
1741727818.743754,31.714916434540392,0.22742485545114538,9.616596221923828,golang
1741727820.7659352,31.41978843441467,0.22196268643375977,7.870912551879883,golang
1741727822.786775,30.95552742616034,0.22514067568023868,8.512439727783203,golang
1741727824.806605,30.886694915254235,0.22921247440228976,8.286354064941406,golang
1741727826.819492,31.430139664804468,0.2273255432871929,10.063468933105469,golang
1741727828.852476,11.364768637532134,0.21044247541527383,3.497304916381836,golang
