Timestamp,CPU_Usage,Memory_Usage,Network_IO,Language
1741724158.5732749,30.11591587516961,0.6917092219289203,0.9887027740478516,python
1741724160.5863302,29.86845222072678,0.6946885868474942,0.9544887542724609,python
1741724162.6022882,30.66566757493188,0.6966748301265435,0.9510707855224609,python
1741724164.614746,29.796185286103544,0.7028321842915964,0.8777503967285156,python
1741724166.6296058,30.40235694822888,0.7023356234718341,0.8321895599365234,python
1741724168.6421912,30.23710344827586,0.7024349356357865,0.7673683166503906,python
1741724170.658031,30.223242506811985,0.7055136127183129,0.7545032501220703,python
1741724172.6802292,30.408246575342467,0.706804670849695,0.7657871246337891,python
1741724174.693475,30.30872950819672,0.7083936654729345,0.7756004333496094,python
1741724176.7077389,30.639627071823206,0.7087909141287443,0.6975994110107422,python
1741724178.738921,20.978473684210527,0.7020376869799767,0.4776782989501953,python
1741724180.7789388,0.008877928483353885,0.7019383748160242,0.0,python
1741724182.822743,0.008697788697788698,0.7019383748160242,0.0,python
1741724184.84437,0.010782608695652174,0.7019383748160242,6.67572021484375e-05,python
1741724187.073408,0.00799256505576208,0.7019383748160242,0.0,python
