Timestamp,CPU_Usage,Memory_Usage,Network_IO,Language
1741724494.227,31.537319444444446,0.3402434737011459,9.562454223632812,golang
1741724496.238055,30.630335195530726,0.34630151570224627,8.926013946533203,golang
1741724498.251522,31.67053867403315,0.34798982248943816,8.946664810180664,golang
1741724500.275311,31.42366255144033,0.3447125210790068,10.16275405883789,golang
1741724502.290957,31.01096685082873,0.34938019278477267,9.292705535888672,golang
1741724504.302012,31.853793584379357,0.3431235264557673,9.71798324584961,golang
1741724506.3140218,31.120337078651684,0.3461028913743413,9.800683975219727,golang
1741724508.327679,29.960650969529084,0.352657494195204,9.473535537719727,golang
1741724510.3458712,31.782430167597763,0.3489829441289628,9.253046035766602,golang
1741724512.371906,31.473857729138167,0.34113728317671804,9.567567825317383,golang
1741724514.386527,30.302172701949857,0.34650014003015117,9.603645324707031,golang
1741724516.399185,31.481181434599154,0.3477911981615332,9.559427261352539,golang
1741724518.414764,31.630000000000003,0.34858569547315293,9.462850570678711,golang
1741724520.4277918,31.968093922651935,0.34461320891505437,9.791685104370117,golang
1741724522.4599402,12.036770025839793,0.3373634209465244,3.459562301635742,golang
