Timestamp,CPU_Usage,Memory_Usage,Network_IO,Language
1741727384.00401,27.92547222222222,0.9126787867231555,1.9055900573730469,python
1741727386.0169978,28.119692307692308,0.9126787867231555,1.720499038696289,python
1741727388.0332549,28.010055632823367,0.9126787867231555,1.7311649322509766,python
1741727390.048606,27.907166666666665,0.9126787867231555,1.9470462799072266,python
1741727392.060812,27.90636111111111,0.9137712205266326,1.7722625732421875,python
1741727394.082693,27.946749999999998,0.9127780988871079,1.941375732421875,python
1741727396.099584,28.036527777777774,0.9127780988871079,1.8575115203857422,python
1741727398.1151009,27.99717663421419,0.9127780988871079,1.8545169830322266,python
1741727400.12912,27.836939058171744,0.9147643421661572,1.6274566650390625,python
1741727402.150636,28.013666666666666,0.9144664056742998,1.8284835815429688,python
1741727404.1636212,27.82031855955679,0.9127780988871079,1.8101806640625,python
1741727406.180327,28.014930362116992,0.9189354530521607,1.9096908569335938,python
1741727408.194786,27.878310249307482,0.9127780988871079,1.8816642761230469,python
1741727410.206648,28.079076923076922,0.9127780988871079,1.8038978576660156,python
1741727412.2319071,12.355533854166667,0.8989737080977152,0.9094753265380859,python
