Timestamp,CPU_Usage,Memory_Usage,Network_IO
1741551641.423507,11.339384288747347,0.6029241473554164,0.3804893493652344
1741551643.680427,10.497078521939954,0.628248749163295,0.39089393615722656
1741551645.8488598,10.463245823389022,0.665590122809422,0.3939952850341797
1741551648.0451,10.797127403846153,0.6258652572284359,0.36473846435546875
1741551650.442965,13.877893462469734,0.6204030882110503,0.3739356994628906
1741551652.624021,10.783521288837743,0.6472173724782159,0.3676490783691406
1741551654.8339891,10.48819248826291,0.6237797017854341,0.3336372375488281
1741551657.1488051,10.579102416570771,0.6279508126714376,0.37741851806640625
1741551659.398331,10.89131843575419,0.680983508222054,0.4021129608154297
1741551661.532898,10.495864197530864,0.6204030882110503,0.36852073669433594
1741551663.773449,10.629940546967894,0.6504946738886472,0.3951683044433594
1741551666.0022242,11.330479532163743,0.6669804931047564,0.39288902282714844
1741551668.208669,9.693931034482759,0.6125574272588056,0.33654022216796875
