Timestamp,CPU_Usage,Memory_Usage,Network_IO
1741639408.645015,26.67339522546419,2.1672893539346485,5.6584320068359375
1741639410.675416,26.603588390501322,2.1672893539346485,5.499320983886719
1741639412.720822,26.721093333333336,2.1704673431811274,5.248998641967773
1741639414.739987,26.419150066401066,2.1672893539346485,5.593929290771484
1741639416.7525818,26.3914266487214,2.1672893539346485,7.132244110107422
1741639418.773839,26.049598393574296,2.1672893539346485,5.380638122558594
1741639420.792981,26.825173796791447,2.1704673431811274,5.408294677734375
1741639422.808903,26.48685210312076,2.1672893539346485,6.812726974487305
1741639424.828576,26.690896921017405,2.1672893539346485,6.648250579833984
1741639426.840401,26.426973333333333,2.1672893539346485,4.608129501342773
1741639428.860162,27.135818431911968,2.1672893539346485,4.513864517211914
1741639430.8747032,26.19302110817942,2.1672893539346485,4.776845932006836
1741639432.889942,26.535891891891893,2.1672893539346485,6.997554779052734
1741639434.907325,24.760081081081083,2.1672893539346485,6.233652114868164
1741639436.945914,10.490155239327297,2.1534849631452557,2.7785873413085938
