Timestamp,CPU_Usage,Memory_Usage,Network_IO
1741551688.3933902,4.433107947805456,1.3630594502475852,0.16480445861816406
1741551690.542707,6.674771084337349,1.361569767788298,0.1990184783935547
1741551692.634253,4.330246913580247,1.3767645288730253,0.16741943359375
1741551694.7695942,5.988242280285036,1.3840143168415553,0.20333099365234375
1741551696.830464,4.818639200998751,1.379445957299742,0.16581153869628906
1741551698.991318,10.971882352941178,1.3942434697286594,0.20723724365234375
1741551701.088395,5.8061160151324085,1.3860005601206047,0.1476306915283203
1741551703.142924,5.12979242979243,1.3888806128752262,0.1452178955078125
1741551705.242153,5.585924112607099,1.39225722644961,0.16344451904296875
1741551707.425893,6.1544348894348895,1.3985138927786154,0.20407676696777344
1741551709.564466,9.85113810741688,1.3866957452682718,0.19506263732910156
1741551711.582384,6.445043156596794,1.3897744223507984,0.22571372985839844
1741551713.6017191,5.035561224489796,1.3808363275950764,0.1782817840576172
1741551715.64819,3.378451935081148,1.3808363275950764,0.1279621124267578
