Timestamp,CPU_Usage,Memory_Usage,Network_IO
1741639245.687561,27.604393530997307,1.605281818127648,0.8279628753662109
1741639247.716341,27.037994652406418,1.6053811302916003,0.9204730987548828
1741639249.7310798,27.379063772048845,1.6026997018648836,0.971893310546875
1741639251.752776,27.803908839779005,1.6026997018648836,1.6544513702392578
1741639253.767207,27.672052341597798,1.6049838816357904,1.5675830841064453
1741639255.882921,27.756156968876862,1.6050831937997432,1.5320911407470703
1741639257.905623,28.15282016348774,1.606771500586935,1.6004562377929688
1741639259.92078,27.582643835616437,1.6027990140288364,1.6748085021972656
1741639261.944075,28.0234909596662,1.6027990140288364,1.833688735961914
1741639263.97473,27.861572413793102,1.6027990140288364,1.7235832214355469
1741639265.997139,28.174993006993006,1.6038914478323132,1.4060840606689453
1741639268.02144,27.823774104683196,1.6029976383567413,1.6373863220214844
1741639270.03308,27.745933609958506,1.6027990140288364,1.8781414031982422
1741639272.0493991,27.831426592797786,1.6028983261927885,1.6171016693115234
1741639274.115519,9.80297845373891,1.5891932475673485,0.5466041564941406
