Timestamp,CPU_Usage,Memory_Usage,Network_IO
1741638310.3716962,30.15,0.21580533226870693,9.66291618347168
1741638312.415657,29.570458970792767,0.22096956479423516,9.397726058959961
1741638314.4289029,29.690946502057614,0.22454480269652388,9.75759506225586
1741638316.444572,31.081551246537398,0.22573654866395346,9.293933868408203
1741638318.458729,29.79174094707521,0.22643173381162068,9.82276725769043
1741638320.478288,31.45581818181818,0.21799019987566118,10.042865753173828
1741638322.5017579,32.43524137931034,0.22057231613842523,9.586624145507812
1741638324.524294,31.05319178082192,0.2199764431547105,9.446569442749023
1741638326.543978,29.656947513812153,0.21938057017099566,9.39106559753418
1741638328.5632021,30.65231197771588,0.21928125800704323,9.83250617980957
1741638330.589705,30.834558011049722,0.21957919449890062,9.247865676879883
1741638332.6127858,31.304626038781162,0.22414755404071401,9.593284606933594
1741638334.6466508,31.875075239398086,0.22315443240118935,9.245830535888672
1741638336.6652958,31.36408333333333,0.22235993508956964,9.158756256103516
1741638338.716954,10.478120978120979,0.19564496298635647,3.7611331939697266
