Timestamp,CPU_Usage,Memory_Usage,Network_IO
1741560689.7537012,34.83544444444445,0.31164157048283586,9.044326782226562
1741560691.7817311,31.31059722222222,0.3123367556305031,8.108001708984375
1741560693.803039,31.440537190082647,0.31472024756536227,9.125572204589844
1741560695.832447,31.52731774415406,0.3142236867456,8.55783462524414
1741560697.853987,31.226857142857146,0.3156140570409345,9.910211563110352
1741560699.9408588,30.24960563380282,0.31193950697469325,7.577674865722656
1741560701.965148,31.176061026352286,0.3135285015979327,9.5081787109375
1741560703.9896939,31.00159122085048,0.31581268136883944,9.545366287231445
1741560706.009162,31.48510431154381,0.3209769138943676,8.274883270263672
1741560708.026752,31.573774104683196,0.31769961248393624,8.843057632446289
1741560710.069597,32.11034293552812,0.31581268136883944,8.353036880493164
1741560712.086537,33.29803301237964,0.3144223110735049,8.793170928955078
1741560714.121836,32.57805436337625,0.3134291894339803,8.528337478637695
1741560716.1410098,31.486239554317546,0.31481955972931475,9.191991806030273
1741560718.172307,8.607155612244897,0.29823442834925307,2.532957077026367
