Timestamp,CPU_Usage,Memory_Usage,Network_IO
1741560845.090167,32.481227544910176,0.22375030538490415,5.446744918823242
1741560847.108743,32.95770514603616,0.22037369181052033,7.7597198486328125
1741560849.1318898,30.88993122420908,0.22216131076166473,8.997173309326172
1741560851.1743228,32.13729877216917,0.22404824187676153,9.247007369995117
1741560853.190701,30.508926080892607,0.23417808259991302,9.445089340209961
1741560855.205533,32.115504840940524,0.2227571837453795,9.11280632019043
1741560857.225003,30.70680497925311,0.22265787158142702,8.762577056884766
1741560859.2445598,30.49538567493113,0.221366813450045,8.428258895874023
1741560861.265677,31.345560165975105,0.2235516810569992,9.10429573059082
1741560863.303057,31.09388965517241,0.22464411486047636,8.714658737182617
1741560865.338397,30.461094182825484,0.22494205135233375,8.432788848876953
1741560867.3609548,31.558092566619916,0.22325374456514183,9.334451675415039
1741560869.3858318,31.442306629834256,0.2233530567290943,8.70041275024414
1741560871.4065769,30.554283746556475,0.22682898246743055,9.046571731567383
1741560873.451849,9.692822477650063,0.21004522675946397,3.1756134033203125
